id,name,price,rating,phone,latitude,longitude
cheeky-sandwiches-new-york,Cheeky Sandwiches,$,4.5,(646) 504-8132,40.7158,-73.99169
govindas-vegetarian-brooklyn,Govinda's Vegetarian,$,4.5,(347) 249-4064,40.6876177701,-73.982195715
jajaja-new-york,Jajaja,$$,4.5,(646) 883-5453,40.7141530317,-73.9904247969
whiskey-tavern-new-york,Whiskey Tavern,$$,4.5,(212) 374-9119,40.71646,-73.99969
greenwich-steakhouse-new-york,Greenwich Steakhouse,$$$$,5.0,(212) 553-5000,40.73608,-74.00058
raku-new-york-4,Raku,$$,4.5,(212) 228-1324,40.7264988089,-73.9866526052
chickpea-and-olive-brooklyn,Chickpea & Olive,$$,4.5,(347) 994-9442,40.7161526751,-73.9596661914
doughnut-plant-new-york-4,Doughnut Plant,$$,4.5,(212) 505-3700,40.716394493,-73.988609862
eleven-madison-park-new-york,Eleven Madison Park,$$$$,4.5,(212) 889-0905,40.7416907417,-73.9872074872
taim-new-york-3,Taim,$,4.5,(212) 691-1287,40.7360023763,-74.0019588366
los-tacos-no-1-new-york-3,Los Tacos No.1,$,4.5,(212) 574-4696,40.7575067,-73.9877717
avant-garden-new-york,Avant Garden,$$$,4.5,(646) 922-7948,40.7261499,-73.98402
secchu-yokota-new-york,Secchu Yokota,$$$$,5.0,(212) 777-1124,40.72283,-73.98311
housing-works-bookstore-café-new-york-3,Housing Works Bookstore Café,$,4.5,(212) 334-3324,40.72454,-73.9965931
t-swirl-crêpe-new-york-15,T-Swirl Crêpe,$,4.5,(646) 726-4166,40.71393,-73.9985899
bensons-nyc-new-york,Benson's NYC,$$,4.5,(646) 791-5765,40.7218302,-73.9866963
fresco-gelateria-new-york,Fresco Gelateria,$,4.5,(212) 677-6320,40.728818206,-73.9872518859
kafe-louverture-brooklyn,Kafe Louverture,$,5.0,(347) 305-3176,40.6829616,-73.9384374
cafe-katja-new-york,Cafe Katja,$$,4.5,(212) 219-9545,40.7177673,-73.990589
bibi-new-york,bibi,$$,4.5,(212) 673-2424,40.723937,-73.983519
gaia-italian-café-new-york,Gaia Italian Café,$,4.5,(646) 350-3977,40.721653,-73.985346
mcnally-jackson-new-york,McNally Jackson,$$,4.5,(212) 274-1160,40.72339,-73.99598
chobani-soho-new-york,Chobani SoHo,$,4.5,(212) 364-3970,40.725689549,-74.0010523796
the-moonlight-mile-brooklyn,The Moonlight Mile,$$,5.0,(718) 389-3904,40.7321141,-73.9578424
wafas-brooklyn-6,Wafa's,$$,5.0,(718) 576-3547,40.7117118835,-73.9409408569
12-corners-coffee-new-york,12 Corners Coffee,$,4.5,(212) 625-8888,40.7139624,-73.9903806
taheni-mediterranean-grill-brooklyn,Taheni Mediterranean Grill,$,4.5,(718) 522-2083,40.67742,-73.98343
hartleys-brooklyn,Hartley's,$$,5.0,(347) 799-2877,40.6825984,-73.9613433
song-e-napule-new-york,Song E Napule,$$,4.5,(212) 533-1242,40.7280296,-74.0018334
three-seat-espresso-and-barber-new-york,Three Seat Espresso & Barber,$$,4.5,(917) 388-2769,40.7270545165,-73.9829625981
parisi-bakery-new-york,Parisi Bakery,$,4.5,(212) 226-6378,40.7211836,-73.9954365
august-laura-brooklyn,August Laura,$$,4.5,(718) 858-5483,40.680205,-73.996924
hawa-smoothies-and-bubble-tea-new-york,Hawa Smoothies & Bubble Tea,$,4.5,(646) 864-1090,40.73063,-73.98163
round-k-new-york,Round K,$,4.5,(917) 475-1423,40.718906,-73.990966
senza-gluten-new-york-2,Senza Gluten,$$,4.5,(212) 475-7775,40.7290911051,-74.0003699152
confectionery-new-york,Confectionery,$$,5.0,(646) 869-0133,40.72732,-73.98305
breakroom-new-york,Breakroom,$,4.5,(212) 227-2802,40.7166907226,-73.9999440121
sugarcane-raw-bar-grill-brooklyn-7,SUGARCANE Raw Bar Grill,$$$$,4.0,(718) 473-9555,40.7033991,-73.9914091
greecologies-new-york,Greecologies,$$,4.5,(212) 941-0100,40.7202330883,-73.9964868578
fishmarket-restaurant-new-york,Fishmarket Restaurant,$$,4.5,(917) 363-8101,40.70717,-74.00192
lukes-lobster-fidi-new-york,Luke's Lobster FiDi,$$,4.5,(212) 747-1700,40.7046213004,-74.0107793877
pates-et-traditions-brooklyn,Pates Et Traditions,$$,4.5,(718) 302-1878,40.714913,-73.954743
sunnys-bar-brooklyn,Sunny's Bar,$,4.5,(718) 625-8211,40.67569,-74.01689
lorimer-market-brooklyn,Lorimer Market,$,4.5,(718) 389-2691,40.7155952454,-73.9494400024
off-the-bridge-new-york-2,Off The Bridge,$,5.0,(212) 775-8599,40.71567,-73.99406
thursday-kitchen-new-york,Thursday Kitchen,$$,4.5,(646) 755-8088,40.7275,-73.9838
the-greek-new-york,The Greek,$$$,4.5,(646) 476-3941,40.7237145,-74.0096166
l-artusi-new-york,L'Artusi,$$$,4.5,(212) 255-5757,40.733714,-74.005068
traif-brooklyn,Traif,$$$,4.5,(347) 844-9578,40.710658,-73.958872
the-masalawala-new-york-2,The MasalaWala,$$,4.5,(212) 358-9300,40.72191,-73.98666
arts-and-crafts-beer-parlor-new-york,Arts and Crafts Beer Parlor,$$,4.5,(646) 678-5263,40.732728301,-73.9977158236
patisserie-florentine-new-york,Patisserie Florentine,$,5.0,(212) 995-0300,40.72797,-73.98308
lucali-brooklyn-3,Lucali,$$,4.5,(718) 858-4086,40.6818,-74.00024
old-man-hustle-new-york-2,Old Man Hustle,$,4.5,(212) 253-7747,40.716267,-73.989698
koneko-new-york-3,Koneko,$$,4.5,(646) 370-5699,40.72044,-73.98412
frenchys-food-truck-brooklyn,Frenchy's Food Truck,$,5.0,(646) 468-2861,40.6706988393,-73.9577984065
il-bambino-new-york,Il Bambino,$$,4.5,(212) 228-2466,40.73313,-73.99867
bluestockings-new-york,Bluestockings,$$,4.5,(212) 777-6028,40.72139,-73.9889199
non-solo-piada-new-york,Non Solo Piada,$,4.5,(212) 216-0616,40.75414,-73.99245
petees-pie-company-new-york,Petee's Pie Company,$,4.5,(212) 966-2526,40.7192158509,-73.9912822511
yemen-cafe-brooklyn-3,Yemen Cafe,$$,4.5,(718) 834-9533,40.690116,-73.993726
lois-new-york,Lois,$$,4.5,(212) 475-1400,40.7237175,-73.9789176
fedoroffs-roast-pork-brooklyn,Fedoroff's Roast Pork,$$,4.5,(347) 384-2222,40.7189526,-73.9555245
kyo-ya-new-york,Kyo Ya,$$$$,4.5,(212) 982-4140,40.72661,-73.98541
beehive-oven-biscuit-cafe-brooklyn,BeeHive Oven Biscuit Cafe,$$,4.5,(347) 987-4960,40.7125678,-73.9604523
el-mate-brooklyn,El Mate,$$,4.5,(718) 222-1102,40.6749782204,-73.9995224876
amélie-new-york,Amélie,$$,4.5,(212) 533-2962,40.7327,-73.99766
cafe-mogador-brooklyn,Cafe Mogador,$$,4.5,(718) 486-9222,40.719747,-73.959993
brooklyn-botanic-garden-brooklyn-2,Brooklyn Botanic Garden,$$,4.5,(718) 307-7133,40.6675899,-73.96198
bread-and-joe-brooklyn-2,Bread & Joe,$,4.5,(347) 223-4865,40.66485,-73.99383
rahi-new-york,Rahi,$$$,4.5,(212) 373-8900,40.7360271,-74.0005436
van-leeuwen-artisan-ice-cream-new-york-4,Van Leeuwen Artisan Ice Cream,$$,4.5,(917) 475-1448,40.7344208102,-74.0012722837
pause-cafe-new-york,Pause Cafe,$,4.5,(212) 677-5415,40.72123,-73.98408
la-colombe-coffee-new-york-2,La Colombe Coffee,$$,4.5,(212) 625-1717,40.72396,-73.99643
orchard-grocer-new-york,Orchard Grocer,$$,4.5,(646) 757-9910,40.71773,-73.99017
patsys-pizzeria-brooklyn-2,Patsys Pizzeria,$$,4.5,(718) 622-2268,40.6817474365,-73.9762573242
gotham-bar-and-grill-new-york,Gotham Bar and Grill,$$$$,4.5,(212) 620-4020,40.734186,-73.993696
pylos-new-york,Pylos,$$$,4.5,(212) 473-0220,40.72608,-73.98415
sushi-nakazawa-new-york,Sushi Nakazawa,$$$$,4.5,(212) 924-2212,40.7317465229,-74.0045493828
blacktail-new-york,BlackTail,$$$,4.5,(212) 785-0153,40.7044769199,-74.0174372309
everybody-eats-brooklyn,Everybody Eats,$$,4.5,(718) 369-7444,40.67703,-73.98658
pommes-frites-new-york-2,Pommes Frites,$,4.5,(212) 674-1234,40.730022,-74.000152
stone-bridge-pizza-and-salad-new-york,Stone Bridge Pizza & Salad,$$,5.0,(646) 791-5690,40.75225,-73.98061
harry-and-idas-meat-and-supply-new-york,Harry & Ida's Meat and Supply,$$,4.5,(646) 864-0967,40.729,-73.981689
char-sue-new-york,Char Sue,$$,4.5,(646) 484-9241,40.7196000925,-73.9879152551
angels-share-new-york,Angel's Share,$$,4.5,(212) 777-5415,40.729709753,-73.9891492245
kazunori-the-original-hand-roll-bar-new-york-2,KazuNori  | The Original Hand Roll Bar,$$,4.5,(347) 594-5940,40.74519,-73.98824
bar-b-new-york,Bar B,$$,4.5,(212) 229-1888,40.739501801,-73.9990556563
atera-new-york,Atera,$$$$,4.5,(212) 226-1444,40.71694,-74.0057
rizzos-fine-pizza-new-york-4,Rizzo's Fine Pizza,$$,4.5,(646) 454-1262,40.720852,-73.984456
ny-dosas-new-york,NY Dosas,$,4.5,(917) 710-2092,40.730838608,-73.9986377977
bombay-grill-brooklyn-5,Bombay Grill,$$,4.5,(718) 484-0004,40.6839,-73.9541799
shu-jiao-fu-zhou-cuisine-restaurant-new-york,Shu Jiao Fu Zhou Cuisine Restaurant,$,4.5,(212) 625-2532,40.7184290358,-73.991692898
la-sirene-new-york,La Sirene,$$$,4.5,(212) 925-3061,40.7243642217,-74.0057086945
ammazzacaffè-brooklyn,Ammazzacaffè,$$,5.0,(929) 250-2875,40.7113172,-73.9446243
xixa-brooklyn,Xixa,$$$,4.5,(718) 388-8860,40.710505,-73.958466
the-boil-new-york-3,The Boil,$$,4.5,(212) 925-8815,40.71974,-73.99339
and-pizza-new-york-3,&pizza,$$,4.5,(646) 968-4634,40.74519,-73.98824
galata-mediterranean-cuisine-new-york,Galata Mediterranean Cuisine,$$,4.5,(212) 683-9206,40.74522,-73.9776
the-eddy-new-york,The Eddy,$$$,4.5,(646) 895-9884,40.7264594,-73.986646
proof-coffee-roasters-new-york,PROOF Coffee Roasters,$$,5.0,(212) 233-3985,40.709487,-74.008651
sunny-and-annies-new-york,Sunny and Annie's,$,4.5,(212) 677-3131,40.7245959526,-73.9815849066
ise-restaurant-new-york-3,Ise Restaurant,$$,4.5,(212) 228-4152,40.7291024,-73.9900618
bobwhite-counter-new-york-4,Bobwhite Counter,$$,4.5,(212) 228-2972,40.7236015861,-73.979016246
wafels-and-dinges-new-york,Wafels & Dinges,$,4.5,(866) 429-7329,40.7406730652,-73.9986419678
nish-nush-new-york-5,Nish Nush,$$,4.5,(212) 577-6474,40.709472,-74.007949
breads-bakery-new-york,Breads Bakery,$$,4.5,(212) 633-2253,40.7366,-73.991814
peasant-stock-new-york-2,Peasant Stock,$,4.5,(917) 601-9776,40.7188335,-73.9878529
raines-law-room-new-york,Raines Law Room,$$$,4.5,,40.73869,-73.99462
marcha-cocina-new-york-2,Marcha Cocina,$$,4.5,(646) 781-9147,40.7243303735,-73.9788635413
ugly-baby-brooklyn-3,Ugly Baby,$$,4.5,(347) 689-3075,40.67793,-73.996014
dan-and-johns-wings-new-york-3,Dan and John's Wings,$$,4.5,(917) 456-8808,40.7278557,-73.9853134
musashi-asian-cuisine-brooklyn-2,Musashi Asian Cuisine,$$,4.5,(718) 388-5081,40.7111358643,-73.951423645
cava-new-york-4,CAVA,$$,4.5,(646) 416-6440,40.7338763907,-73.9896700913
sugarcube-long-island-city-2,SugarCube,$$,4.5,(929) 424-5616,40.7424111533,-73.953329511
riverdel-brooklyn,Riverdel,$$,5.0,(718) 928-7702,40.67337,-73.96307
the-food-sermon-kitchen-brooklyn,The Food Sermon Kitchen,$$,4.5,(718) 484-7555,40.66477,-73.95352
top-hops-new-york,Top Hops,$$,4.5,(212) 254-4677,40.71842,-73.98998
yerba-buena-new-york,Yerba Buena,$$$,4.0,(212) 529-2919,40.72292,-73.98599
the-wayland-new-york,The Wayland,$$,4.5,(212) 777-7022,40.7251,-73.9778
roll-play-brooklyn-2,Roll Play,$,5.0,,40.7214853,-73.9621174
pocket-bar-nyc-new-york,Pocket Bar NYC,$$,4.5,(646) 682-9062,40.7633645,-73.9922985
honest-chops-butchery-new-york,Honest Chops Butchery,$$,4.5,(212) 388-0762,40.728951,-73.986107
siggys-good-food-new-york,Siggy's Good Food,$$,4.5,(212) 226-5775,40.72474,-73.99309
brooklyn-kolache-brooklyn,Brooklyn Kolache,$,4.5,(718) 398-1111,40.6907913078,-73.9556479454
williamsburg-smorgasburg-saturday-brooklyn,Williamsburg Smorgasburg - Saturday,$$,4.5,(718) 928-6603,40.721021,-73.962177
kikis-new-york,Kiki's,$$,4.5,(646) 882-7052,40.7144971858,-73.9918553931
la-colombe-coffee-new-york-4,La Colombe Coffee,$$,4.5,(212) 677-5834,40.728221,-73.993165
tac-n-roll-new-york-3,Tac N Roll,$,4.5,(212) 353-0800,40.7252676,-73.9877743
u-gu-brooklyn-2,U-gu,$$,4.5,(718) 857-0222,40.69393,-73.96284
dear-irving-new-york,Dear Irving,$$$,4.5,,40.7360568971,-73.9872401006
best-bagel-and-coffee-new-york,Best Bagel and Coffee,$,4.5,(212) 564-4409,40.7522683,-73.9910861
trapizzino-new-york,Trapizzino,$,4.5,(212) 475-2555,40.72043,-73.98894
il-sogno-secondo-brooklyn,Il Sogno Secondo,$$,4.5,(929) 295-9790,40.67329,-73.98307
bowery-ballroom-new-york,Bowery Ballroom,$$,4.5,(212) 533-2111,40.72036,-73.99338
ling-kee-beef-jerky-new-york,Ling Kee Beef Jerky,$,4.5,(212) 965-1206,40.71466,-73.99148
natural-blend-brooklyn,Natural Blend,$,4.5,(718) 783-1737,40.6738776,-73.9628763
the-musket-room-new-york,The Musket Room,$$$,4.5,(212) 219-0764,40.72392,-73.99378
ki-sushi-brooklyn-5,Ki Sushi,$$$,5.0,(718) 230-1381,40.6784417729,-73.9734394269
aska-brooklyn-3,Aska,$$$$,4.5,(929) 337-6792,40.71226,-73.96641
top-thai-greenwich-new-york,Top Thai Greenwich,$$,4.5,(646) 726-4418,40.72977,-73.99939
la-margarita-pizza-new-york,La Margarita Pizza,$,4.5,(917) 261-4983,40.72084,-73.98808
frisson-espresso-new-york,Frisson Espresso,$,4.5,(646) 850-3928,40.7608108521,-73.9889984131
kottu-house-new-york,Kottu House,$$,4.5,(646) 781-9222,40.71822,-73.989659
paulie-gees-brooklyn,Paulie Gee's,$$,4.5,(347) 987-3747,40.729546,-73.958568
4-charles-prime-rib-new-york,4 Charles Prime Rib,$$$,4.5,(212) 561-5992,40.73513,-74.00065
mamouns-falafel-new-york-2,Mamoun's Falafel,$,4.0,(212) 674-8685,40.7302874,-74.0004383
featherweight-brooklyn,Featherweight,$$,4.5,(646) 257-0946,40.706384182,-73.943111971
pi-bakerie-new-york,Pi Bakerie,$$,4.5,(212) 226-2701,40.723644,-74.00325
taureau-new-york,Taureau,$$$,4.5,(212) 228-2222,40.724521,-74.005683
the-topaz-brooklyn-2,The Topaz,$$,4.5,(347) 770-7217,40.70734,-73.93949
mias-bakery-brooklyn,Mia's Bakery,$,4.5,(347) 987-3194,40.68697,-73.98999
mcsorleys-old-ale-house-new-york,McSorleys Old Ale House,$,4.0,(212) 473-9148,40.72884,-73.98965
rockwood-music-hall-new-york,Rockwood Music Hall,$$,4.5,(212) 477-4155,40.722332,-73.988571
blue-ribbon-brasserie-soho-new-york,Blue Ribbon Brasserie - SoHo,$$$,4.5,(212) 274-0404,40.725456,-74.003027
blue-hill-new-york,Blue Hill,$$$$,4.5,(212) 539-1776,40.7320640252,-73.9996931019
compagnie-des-vins-surnaturels-new-york-2,Compagnie des Vins Surnaturels,$$$,4.5,(212) 343-3660,40.7205157,-73.9981652
pokébāb-brooklyn-2,Pokébāb,$$,4.5,(718) 599-2425,40.71683,-73.95866
the-alcove-sunnyside,The Alcove,$$,5.0,(347) 813-4159,40.7459065,-73.915103
le-bernardin-new-york,Le Bernardin,$$$$,4.5,(212) 554-1515,40.761557,-73.981763
taste-of-persia-nyc-new-york-2,Taste of Persia NYC,$$,4.5,(917) 592-3467,40.738933,-73.992902
sugarburg-brooklyn,Sugarburg,$$,4.5,(917) 618-3029,40.7141182158,-73.9516061917
duffs-brooklyn-brooklyn,Duff's Brooklyn,$,4.5,(718) 599-2092,40.70885,-73.95787
destefanos-steakhouse-brooklyn,DeStefano's Steakhouse,$$$,4.5,(718) 384-2836,40.71503,-73.94767
stumptown-coffee-roasters-new-york-2,Stumptown Coffee Roasters,$$,4.5,(347) 414-7802,40.7328193931,-73.9979619991
aquagrill-new-york,Aquagrill,$$$,4.0,(212) 274-0505,40.7253545577,-74.0037010932
pepolino-restaurant-new-york,Pepolino Restaurant,$$$,4.5,(212) 966-9983,40.72077,-74.00489
l-albero-dei-gelati-brooklyn-2,L'Albero dei Gelati,$$,4.5,(718) 788-2288,40.671932,-73.9836569
the-royal-palms-shuffleboard-club-brooklyn-2,The Royal Palms Shuffleboard Club,$$,4.5,(347) 223-4410,40.67886249,-73.9869758019
rubirosa-new-york-2,Rubirosa,$$,4.0,(212) 965-0500,40.72275,-73.99622
the-wilky-brooklyn,The Wilky,$$,4.5,(718) 484-7458,40.688018,-73.927352
burger-and-lobster-new-york,Burger & Lobster,$$,4.0,(646) 833-7532,40.74016,-73.993372
marc-forgione-new-york-2,Marc Forgione,$$$,4.0,(212) 941-9401,40.71647,-74.00956
xe-may-sandwich-shop-new-york,Xe May Sandwich Shop,$,4.5,(212) 388-1688,40.7275325,-73.9848195
harney-and-sons-soho-new-york,Harney & Sons SoHo,$$,4.5,(212) 933-4853,40.721623475,-73.9996463083
garfunkels-new-york,Garfunkel's,$$,4.5,(212) 529-6900,40.71943,-73.98508
the-saint-austere-brooklyn,The Saint Austere,$$,4.5,(718) 388-0012,40.7114604,-73.9476182
the-dead-rabbit-new-york,The Dead Rabbit,$$,4.0,(646) 422-7906,40.70329,-74.01102
caracas-arepa-bar-new-york,Caracas Arepa Bar,$$,4.0,(212) 228-5062,40.7269655,-73.9854223
the-river-café-brooklyn-3,The River Café,$$$$,4.0,(718) 522-5200,40.70318,-73.9946499
jonnys-panini-new-york-10,Jonny's Panini,$$,4.5,(646) 484-5733,40.7557582,-73.9949689
c-and-b-new-york,C&B,$$,4.5,(212) 674-2985,40.7252271901,-73.981630297
the-wild-son-new-york,The Wild Son,$$,4.5,(212) 727-7900,40.74073,-74.00836
lam-zhou-handmade-noodle-and-dumpling-new-york,Lam Zhou Handmade Noodle & Dumpling,$,4.0,(646) 645-7288,40.71556,-73.99692
tuome-new-york-2,Tuome,$$$,4.5,(646) 833-7811,40.7241248272,-73.9828906264
stumptown-coffee-roasters-new-york,Stumptown Coffee Roasters,$$,4.5,(855) 711-3385,40.7456663381,-73.9880916349
goa-taco-new-york,goa taco,$,4.5,(347) 276-5103,40.71887,-73.99003
blue-ribbon-downing-street-bar-new-york-2,Blue Ribbon Downing Street Bar,$$,4.5,(212) 691-0404,40.7292048797,-74.0038925739
juicy-spot-cafe-new-york,Juicy Spot Cafe,$,4.5,(212) 933-0478,40.7191902882,-73.9886155021
juicology-new-york,Juicology,$,4.5,(212) 695-0628,40.7491633037,-73.9958809994
wowfulls-new-york-4,Wowfulls,$,4.5,(917) 299-4616,40.7210634,-73.9835079
denizen-brooklyn,Denizen,$$,4.5,(929) 337-6412,40.7162683,-73.9554395
sushi-azabu-new-york,Sushi Azabu,$$$$,4.0,(212) 274-0428,40.7222930325,-74.0098838049
kopitiam-new-york,Kopitiam,$,4.5,(646) 894-7081,40.715,-73.99172
prologue-coffee-room-new-york-2,Prologue Coffee Room,$,4.5,(646) 504-5353,40.7187029822,-74.0004725371
amor-y-amargo-new-york,Amor y Amargo,$$,4.5,(212) 614-6818,40.72572,-73.98428
brooklyn-banh-mi-brooklyn,Brooklyn Banh Mi,$,4.5,(347) 260-8231,40.71357,-73.94941
amaranto-mexican-restaurant-brooklyn,Amaranto Mexican Restaurant,$$,4.5,(718) 576-6001,40.703111,-73.921892
charter-coffeehouse-brooklyn,Charter Coffeehouse,$,5.0,(347) 721-3735,40.713329,-73.944478
b-side-pizza-and-wine-bar-new-york,B Side Pizza & Wine Bar,$$,4.5,(646) 679-7225,40.76394,-73.9883399
sams-falafel-stand-new-york,Sam's Falafel Stand,$,4.5,,40.709039682,-74.0113380915
local-and-vine-new-york,Local & Vine,$$,4.5,(212) 337-3414,40.72528,-74.0074
punjabi-grocery-and-deli-new-york,Punjabi Grocery & Deli,$,4.5,(212) 533-3356,40.7227225424,-73.9866224577
lukes-lobster-east-village-new-york,Luke's Lobster East Village,$$,4.0,(212) 387-8487,40.726940155,-73.9852600098
luigis-pizzeria-brooklyn-4,Luigi's Pizzeria,$,4.5,(718) 783-2430,40.6896463916,-73.9654789677
court-street-grocers-brooklyn,Court Street Grocers,$$,4.5,(718) 722-7229,40.676244,-73.998717
the-hop-shop-brooklyn-brooklyn,The Hop Shop Brooklyn,$,5.0,(718) 852-2184,40.68747,-74.00125
adoro-lei-new-york,Adoro Lei,$$,4.5,(646) 666-5096,40.725612,-74.007916
taco-mahal-new-york,Taco Mahal,$,4.5,(646) 719-1553,40.7323553689,-74.0035128797
brooklyn-roasting-company-brooklyn-2,Brooklyn Roasting Company,$$,4.0,(718) 855-1000,40.704228,-73.986241
samba-kitchen-and-bar-new-york,Samba Kitchen & Bar,$$,4.5,(212) 256-0170,40.760948,-73.991149
streecha-new-york,Streecha,$,4.5,(212) 677-7160,40.728496,-73.9889284
café-beit-brooklyn-3,Café Beit,$,4.5,(917) 909-1430,40.718678,-73.9571094
murrays-cheese-bar-new-york,Murray's Cheese Bar,$$,4.0,(646) 476-8882,40.7312,-74.00322
cafe-belle-new-york,Cafe Belle,$$,5.0,(212) 837-1605,40.72437,-73.99509
south-brooklyn,South,$,4.5,(718) 832-4720,40.66313,-73.99117
karczma-brooklyn,Karczma,$$,4.5,(718) 349-1744,40.729977,-73.955128
il-posto-accanto-new-york,Il Posto Accanto,$$,4.5,(212) 228-3562,40.72238,-73.98403
loi-estiatorio-new-york,Loi Estiatorio,$$$,4.5,(212) 713-0015,40.765385,-73.978002
antica-ristorante-new-york,Antica Ristorante,$$$,4.5,(212) 480-3880,40.7039355145,-74.0121731758
blueprint-brooklyn-2,Blueprint,$$,4.5,(718) 622-6644,40.6769,-73.980411
rice-noodle-cart-new-york,Rice Noodle Cart,$,4.5,,40.7139045494,-73.9901232849
per-se-new-york,Per Se,$$$$,4.5,(212) 823-9335,40.768152889,-73.9827629624
porto-rico-importing-brooklyn,Porto Rico Importing,$,4.5,(718) 782-1200,40.7111625671,-73.9467086792
daniel-new-york-4,Daniel,$$$$,4.5,(212) 288-0033,40.7667736798,-73.967607
postmark-cafe-brooklyn,Postmark Cafe,$,4.5,(718) 768-2613,40.6710865,-73.9852
thai-villa-new-york-2,Thai Villa,$$,4.5,(212) 802-9999,40.73902,-73.99065
t-swirl-crêpe-new-york-16,T-Swirl Crêpe,$,4.5,(212) 614-0200,40.7325935,-73.9851807
balvanera-new-york-3,Balvanera,$$$,4.5,(212) 533-3348,40.72063,-73.98539
marthas-country-bakery-brooklyn-2,Martha's Country Bakery,$$,4.5,(718) 599-0900,40.7148440085,-73.9604490995
alphabet-city-beer-company-new-york,Alphabet City Beer Company,$$,4.5,(646) 422-7103,40.723652,-73.978836
okonomi-brooklyn,Okonomi,$$,4.5,,40.712622,-73.9487843
ringolevio-brooklyn,Ringolevio,$$,4.5,(347) 335-0056,40.71907,-73.94337
mace-new-york-4,Mace,$$,4.5,(347) 866-7739,40.72546,-73.97816
